County,Premium_Rate_per_acre
Kern,153.3
Other,167.09
San Joaquin,111.23
Colusa,147.83
Fresno,123.56
Stanislaus,7.13
Stanislaus,51.52
Madera,118.73
San Joaquin,110.39
Fresno,167.34
San Joaquin,124.18
Stanislaus,111.57
Stanislaus,144.06
Fresno,120.8
Butte,78.0
Madera,131.59
Other,145.92
Kern,141.4
Kern,143.33
Madera,155.0
Fresno,121.67
Butte,110.59
Merced,122.81
Fresno,123.32
Kern,145.16
Kern,142.71
Tulare,162.04
Butte,116.64
San Joaquin,46.48
Fresno,130.65
Stanislaus,117.45
San Joaquin,108.92
Kern,175.7
Kern,155.58
Kern,162.58
Stanislaus,52.48
Madera,132.9
Tulare,9.58
Fresno,146.79
Kern,88.55
Kern,165.64
Other,9.43
Madera,103.03
Merced,134.77
Kern,130.2
San Joaquin,100.24
Kern,124.69
Stanislaus,115.91
Merced,132.82
Merced,111.6
Stanislaus,77.03
Kern,117.43
Fresno,147.42
Butte,103.21
Madera,127.59
Colusa,116.91
Fresno,124.9
Stanislaus,116.35
Stanislaus,109.07
Other,147.65
Madera,128.59
Kern,10.15
Kern,146.39
Fresno,147.1
Glenn,121.28
Butte,105.07
Butte,58.39
Merced,106.48
Madera,115.04
San Joaquin,7.98
Kern,112.18
Stanislaus,86.8
Other,27.91
Stanislaus,7.35
Other,158.52
Kern,164.85
Other,177.29
Fresno,146.79
Butte,146.63
Butte,18.55
Butte,75.14
Kern,126.96
Colusa,126.81
Fresno,115.13
Kern,9.71
Stanislaus,139.36
Butte,114.05
Colusa,58.63
Merced,133.27
Madera,131.13
Kern,173.34
Fresno,19.84
Merced,142.15
Other,158.91
Stanislaus,115.47
Madera,123.66
Merced,59.52
Fresno,148.76
Other,175.18
San Joaquin,122.64
Fresno,161.83
Fresno,134.27
Kern,140.96
Tulare,152.71
Other,124.26
Kern,181.56
Stanislaus,110.4
Madera,151.3
Fresno,97.73
Stanislaus,81.14
Stanislaus,128.92
Kern,88.02
San Joaquin,134.26
Madera,120.04
Kern,134.14
San Joaquin,137.69
Kern,114.45
Merced,103.09
Kern,125.65
Madera,133.36
Other,141.58
Kern,79.28
Merced,59.9
Other,162.37
Fresno,81.66
Kern,71.23
Fresno,122.93
Kern,139.12
Merced,76.76
Stanislaus,125.39
Tulare,154.31
Kern,134.05
San Joaquin,148.19
Colusa,84.56
Madera,133.29
Fresno,126.32
Stanislaus,142.59
Fresno,160.02
San Joaquin,133.35
Other,182.2
Kern,123.9
Other,155.35
Butte,97.22
Kern,23.8
Fresno,110.64
Merced,108.89
Madera,138.29
Fresno,98.04
Fresno,114.27
Colusa,122.17
Colusa,115.96
Other,179.41
Fresno,137.66
Butte,99.22
Butte,104.87
Madera,148.3
Butte,125.29
Merced,130.48
Kern,151.99
Fresno,147.42
Stanislaus,131.34
Stanislaus,10.0
Tulare,147.0
Other,167.67
Stanislaus,86.8
Madera,132.13
San Joaquin,65.31
Fresno,124.82
Stanislaus,131.42
Tulare,117.85
Tulare,129.36
Other,123.2
Butte,81.93
San Joaquin,84.63
Kern,126.52
Fresno,99.38
Other,124.45
Merced,117.16
Other,153.13
Fresno,136.08
Butte,7.18
Colusa,7.64
Other,83.16
Other,137.54
Stanislaus,66.22
Kern,171.59
Kern,131.08
Madera,129.82
Madera,96.48
Stanislaus,147.22
Madera,119.58
Other,123.2
Kern,157.5
Kern,163.45
Merced,9.48
Butte,85.59
Kern,160.56
Stanislaus,97.68
Fresno,114.9
Butte,7.71
Kern,115.85
Tulare,124.24
San Joaquin,124.67
San Joaquin,132.37
Stanislaus,127.67
Stanislaus,151.26
Stanislaus,8.16
Kern,153.3
Tulare,135.16
Colusa,140.87
Colusa,99.3
Stanislaus,113.04
Other,141.29
Kern,117.34
Kern,132.04
Madera,103.26
Colusa,59.58
Kern,157.5
Stanislaus,97.83
San Joaquin,104.93
Kern,146.12
Butte,50.41
San Joaquin,102.55
Tulare,139.1
Kern,10.41
Kern,123.2
Madera,129.44
Merced,27.99
Stanislaus,128.99
Stanislaus,133.04
Merced,57.19
Merced,114.83
Kern,142.19
Fresno,115.76
Merced,132.82
Merced,102.19
San Joaquin,111.86
Kern,118.04
Kern,126.44
San Joaquin,117.53
Kern,161.88
Stanislaus,104.15
Merced,123.41
Tulare,153.72
San Joaquin,118.02
Butte,100.15
Fresno,116.71
Butte,96.89
Other,25.7
Kern,67.73
Madera,116.58
Madera,118.27
Madera,128.9
Fresno,129.31
Kern,200.9
Fresno,87.33
Fresno,27.48
Fresno,102.45
Kern,23.01
Kern,145.86
Fresno,157.82
Merced,117.99
Stanislaus,126.27
Kern,116.55
Merced,95.27
Other,125.7
Fresno,106.47
Kern,165.81
Madera,120.12
Butte,20.62
San Joaquin,6.16
Merced,137.03
Madera,108.42
Merced,101.14
Kern,68.16
Madera,152.54
Tulare,77.03
Stanislaus,63.36
Fresno,106.08
Kern,111.48
Madera,126.36
Kern,160.21
Merced,118.67
Merced,118.07
Other,157.27
Fresno,128.2
Glenn,130.79
Glenn,104.83
Merced,98.8
Fresno,62.21
Stanislaus,139.58
Kern,132.21
Other,143.41
Kern,172.46
San Joaquin,125.58
Butte,107.2
Butte,140.25
Merced,140.57
Glenn,102.56
Kern,132.12
Stanislaus,107.53
Kern,120.84
Kern,174.21
Tulare,59.81
Stanislaus,125.32
Glenn,97.32
Fresno,64.5
Butte,115.91
Other,135.81
Glenn,99.71
Stanislaus,120.76
Stanislaus,68.87
Stanislaus,133.33
Madera,112.19
Stanislaus,111.5
Kern,137.29
Fresno,99.85
San Joaquin,91.49
Madera,137.37
Madera,160.16
Stanislaus,138.11
Fresno,152.3
San Joaquin,99.68
Kern,124.16
Tulare,105.5
Kern,127.49
Fresno,139.23
Merced,129.05
Fresno,137.97
Colusa,103.33
Merced,101.81
Kern,192.76
Stanislaus,128.26
Glenn,100.3
Merced,107.98
Fresno,112.69
Merced,121.98
Stanislaus,115.91
Madera,110.34
Kern,125.91
Fresno,119.94
Kern,103.43
Stanislaus,110.76
Madera,123.58
Other,15.4
Tulare,68.38
Stanislaus,128.04
Stanislaus,109.96
Colusa,125.78
Fresno,122.93
Madera,21.79
Madera,144.38
Kern,115.5
Fresno,131.2
Fresno,150.02
Madera,168.86
Madera,108.72
Tulare,88.37
Other,93.07
Butte,81.93
Other,123.87
Kern,103.34
Kern,123.99
Tulare,121.13
Kern,108.41
Other,10.49
Stanislaus,134.87
Madera,8.08
Kern,134.66
Stanislaus,126.49
Stanislaus,6.98
Madera,110.19
Other,127.63
Madera,125.82
Stanislaus,138.62
Other,141.78
Butte,107.86
Fresno,109.23
Fresno,121.83
Other,148.61
Other,117.23
Colusa,82.17
Other,163.62
Fresno,129.54
Kern,116.46
Madera,8.08
Other,156.98
Kern,148.05
Kern,121.89
Fresno,135.61
Kern,159.51
Merced,138.84
Madera,138.06
Other,27.43
Fresno,130.57
Tulare,159.77
Kern,156.62
Stanislaus,26.61
San Joaquin,67.27
Other,152.27
Stanislaus,54.9
Fresno,129.62
Kern,150.76
Glenn,120.05
Fresno,122.06
Madera,121.89
San Joaquin,80.57
Stanislaus,124.95
Tulare,105.34
Fresno,125.13
Fresno,19.45
Madera,113.42
Madera,79.08
Other,90.19
Other,70.17
Butte,108.66
Fresno,107.73
San Joaquin,112.42
Butte,92.37
Kern,160.48
Madera,122.74
Madera,146.99
Tulare,144.73
Other,179.12
Fresno,109.07
Madera,115.35
Kern,121.01
Glenn,111.63
Butte,102.28
Other,147.65
Stanislaus,113.93
Tulare,145.99
Butte,116.57
Tulare,143.22
Kern,21.88
Other,120.22
Fresno,159.15
Fresno,63.94
Merced,124.39
Fresno,128.05
Other,152.27
Madera,110.96
Merced,138.69
Madera,21.56
Fresno,146.08
San Joaquin,122.15
Madera,110.19
Merced,128.3
Stanislaus,80.85
Madera,131.59
Fresno,107.18
Butte,103.94
Kern,144.29
Fresno,118.83
Merced,148.54
Tulare,130.12
Fresno,114.9
Other,126.28
Kern,110.6
Stanislaus,110.25
Kern,8.4
Tulare,158.0
Merced,9.41
Merced,92.71
Madera,115.88
Fresno,127.81
Madera,138.37
Colusa,100.81
Colusa,121.21
Stanislaus,21.68
Fresno,144.66
Madera,84.16
Merced,103.77
Madera,101.87
Stanislaus,101.5
Other,155.44
Butte,116.71
Stanislaus,117.01
Kern,119.52
Madera,118.43
Fresno,127.02
Fresno,24.02
Kern,118.21
Tulare,135.32
Kern,167.04
Colusa,130.15
Colusa,149.13
Other,74.59
Other,192.69
Kern,154.18
Other,10.68
Fresno,106.31
Butte,97.76
Stanislaus,124.8
Colusa,133.57
Fresno,126.08
Other,131.77
Colusa,109.0
Madera,22.64
Other,132.54
Kern,24.85
Stanislaus,102.83
Other,137.35
Other,187.11
Madera,154.46
Stanislaus,145.38
Fresno,149.23
Merced,151.48
Stanislaus,150.45
Fresno,58.2
Madera,123.89
Merced,98.88
Stanislaus,121.79
Other,31.67
Other,34.26
Butte,107.6
Other,151.02
Glenn,91.23
Kern,184.01
Fresno,58.2
Kern,128.01
Other,145.82
Merced,108.59
Merced,137.86
Butte,109.92
Other,146.4
Kern,141.05
Colusa,141.14
Kern,150.94
Fresno,98.67
Butte,123.82
Other,138.5
Fresno,142.7
Colusa,8.05
Tulare,23.27
Merced,88.79
Fresno,126.71
Glenn,112.92
Fresno,112.53
Merced,136.95
Fresno,164.51
Stanislaus,9.92
Butte,115.71
Madera,85.08
Madera,124.05
Butte,91.9
San Joaquin,103.25
Stanislaus,105.91
Tulare,140.78
Fresno,140.02
Butte,66.83
Butte,74.41
Madera,117.5
Fresno,107.81
Merced,135.9
Other,168.73
Kern,138.34
Butte,132.53
Stanislaus,150.16
Stanislaus,99.45
Stanislaus,115.32
San Joaquin,121.24
Kern,163.36
Fresno,126.39
Kern,144.72
Merced,119.95
Madera,136.91
Madera,51.05
Other,162.85
Other,141.68
Kern,143.06
Fresno,110.56
Stanislaus,143.4
Other,117.04
Fresno,137.97
Merced,128.0
Madera,101.64
Madera,104.26
Kern,139.56
Fresno,82.69
Kern,170.98
Madera,115.81
Merced,63.44
Butte,79.07
Other,157.66
Fresno,163.01
Stanislaus,117.01
Other,188.26
Madera,99.56
Other,199.53
Madera,135.83
Madera,110.65
Fresno,102.14
Butte,83.32
Colusa,109.34
Colusa,8.05
Stanislaus,128.7
Other,109.92
San Joaquin,55.79
Other,159.58
Madera,109.96
Madera,122.35
Glenn,102.56
Other,183.16
Merced,136.5
Other,168.24
Colusa,93.02
Butte,20.75
Kern,179.38
Other,135.81
Madera,133.9
Kern,57.75
Kern,137.55
Fresno,113.01
Stanislaus,115.76
Other,152.75
Kern,114.28
Stanislaus,124.14
Stanislaus,8.16
Colusa,111.04
Fresno,115.21
Kern,28.26
Other,166.8
Other,140.72
Kern,122.59
Kern,137.2
Colusa,92.96
Kern,158.11
Kern,149.98
Merced,94.66
Glenn,106.51
Madera,159.7
Merced,9.11
Madera,148.22
Other,126.95
Other,21.75
Stanislaus,126.13
Kern,67.46
Kern,61.25
Kern,132.56
Other,142.26
Kern,11.73
Stanislaus,115.69
Butte,81.8
San Joaquin,83.65
Fresno,110.8
Fresno,140.65
Fresno,120.88
Other,138.41
Madera,128.82
Fresno,56.94
Merced,19.79
Merced,139.81
Kern,90.91
Kern,91.52
Butte,104.67
Other,146.49
Other,123.68
Kern,134.75
Fresno,131.83
Madera,138.6
Fresno,126.0
Colusa,109.61
Kern,130.02
Other,29.84
Fresno,169.71
Kern,138.25
Other,172.1
Colusa,122.03
Other,146.97
Kern,166.08
San Joaquin,110.04
Other,134.56
Stanislaus,86.22
Glenn,101.79
Merced,129.81
Merced,99.78
Madera,122.28
Other,180.76
Fresno,101.43
Kern,186.9
Butte,19.28
Fresno,122.61
Merced,83.83
Other,150.63
Stanislaus,95.99
Glenn,89.1
Fresno,112.06
Butte,119.3
Kern,149.19
Other,14.15
Madera,121.12
Glenn,111.43
Madera,169.94
Stanislaus,103.93
Merced,82.02
Kern,182.09
Other,182.39
Kern,129.94
Merced,162.01
Merced,138.69
Butte,107.46
Fresno,112.77
Stanislaus,127.67
Colusa,132.88
Fresno,127.65
Tulare,139.94
Stanislaus,122.6
Kern,148.84
Merced,114.38
Merced,110.17
Madera,117.27
Madera,143.07
Fresno,140.17
Other,148.22
Fresno,148.05
Other,98.56
Merced,149.82
Merced,66.45
Butte,113.98
Merced,136.05
Fresno,116.79
Butte,96.49
Butte,120.3
Merced,113.48
Butte,106.8
Kern,23.89
Other,172.58
Fresno,103.48
Stanislaus,92.02
Kern,152.34
Merced,139.14
Butte,130.94
Kern,153.56
Butte,93.7
Kern,26.78
Other,131.77
Fresno,119.94
Kern,128.71
San Joaquin,8.19
Merced,93.46
Merced,131.16
Madera,115.35
Fresno,149.31
Kern,77.35
Colusa,92.14
Kern,153.48
Colusa,21.64
Madera,9.86
Merced,117.54
Butte,107.86
Tulare,143.05
Kern,169.92
Fresno,109.23
Glenn,126.39
Fresno,137.89
Fresno,125.13
Glenn,63.58
Other,185.67
Madera,98.71
Fresno,137.58
Stanislaus,103.64
Kern,63.96
Other,157.46
Kern,26.34
Colusa,92.82
Stanislaus,102.46
Merced,19.49
Merced,126.19
Kern,29.14
San Joaquin,105.77
Butte,129.28
Merced,134.1
Fresno,132.93
Kern,125.04
Stanislaus,94.74
Madera,117.73
Merced,22.27
Fresno,161.44
Stanislaus,112.09
Colusa,113.91
Fresno,130.57
Kern,137.46
Madera,136.67
San Joaquin,98.91
Colusa,7.58
Tulare,133.73
Stanislaus,136.78
Merced,8.58
Stanislaus,7.13
Madera,157.54
Tulare,144.56
Fresno,152.38
Fresno,29.45
Merced,58.54
Kern,144.81
Fresno,142.06
Fresno,137.89
San Joaquin,19.53
Fresno,151.28
Butte,100.88
Kern,8.05
Kern,165.99
Other,138.02
Butte,100.02
Other,170.17
Madera,124.59
Glenn,114.93
Kern,119.18
Merced,8.35
Madera,93.17
Kern,167.56
Madera,86.16
Other,117.04
Madera,85.93
Kern,127.14
San Joaquin,112.28
Stanislaus,113.63
Colusa,84.63
Madera,98.33
Tulare,137.34
Butte,86.58
Fresno,70.01
Other,155.93
Madera,66.37
Glenn,111.11
San Joaquin,124.39
San Joaquin,83.3
Fresno,114.5
Fresno,148.92
Stanislaus,129.51
Fresno,116.16
Butte,118.57
Madera,108.11
Colusa,108.24
Kern,154.96
Tulare,117.26
Tulare,112.64
Merced,131.99
Merced,85.78
Fresno,137.18
Glenn,117.91
Butte,93.37
Tulare,117.1
Madera,143.6
Stanislaus,126.86
Madera,123.12
Other,29.45
Stanislaus,141.05
Stanislaus,119.66
Madera,23.02
Other,180.76
Fresno,104.5
Fresno,118.2
Other,154.19
Fresno,123.01
Madera,123.35
Other,161.89
Madera,148.76
Fresno,120.49
Butte,105.4
Other,181.05
Kern,141.4
Stanislaus,129.14
Fresno,138.99
Kern,154.09
San Joaquin,23.66
Madera,81.93
Fresno,93.24
Madera,141.22
Kern,7.7
Stanislaus,128.92
Fresno,80.64
Butte,89.51
Merced,133.04
Butte,123.16
Butte,92.44
Butte,110.06
Fresno,117.89
Kern,150.06
Merced,133.94
Glenn,22.14
Glenn,78.48
Butte,93.03
Stanislaus,8.82
Merced,128.75
Merced,145.38
Colusa,123.67
Stanislaus,116.2
Merced,136.13
Other,174.12
Glenn,119.53
Fresno,124.35
Merced,115.06
Other,100.39
Glenn,112.73
Kern,153.12
San Joaquin,110.04
Colusa,154.79
Butte,102.01
Butte,131.87
Merced,121.75
Stanislaus,155.16
Kern,9.45
Fresno,128.6
Fresno,25.04
Madera,119.04
Kern,139.91
Other,133.88
Fresno,93.87
Fresno,115.84
San Joaquin,8.33
Merced,116.56
Glenn,48.3
Other,127.53
San Joaquin,94.78
Glenn,110.07
Stanislaus,111.79
Fresno,144.51
Fresno,127.1
Madera,132.21
Other,82.87
Fresno,113.71
Fresno,97.1
Fresno,134.9
Madera,91.63
San Joaquin,20.37
Fresno,111.04
Fresno,101.19
Colusa,113.77
Fresno,112.85
Glenn,106.58
Stanislaus,131.71
Fresno,152.54
Merced,138.01
Kern,151.38
Colusa,11.19
Madera,141.29
Stanislaus,8.97
Kern,121.71
Kern,28.44
Merced,91.35
Merced,125.59
Stanislaus,132.08
Madera,105.1
Other,166.32
Fresno,22.36
Stanislaus,9.33
Stanislaus,126.86
Other,12.22
Other,159.87
San Joaquin,148.54
Stanislaus,89.38
Tulare,24.78
Fresno,152.54
Colusa,92.07
San Joaquin,141.82
Kern,76.82
Merced,144.48
Other,87.97
Madera,132.29
San Joaquin,116.69
Kern,130.29
Kern,163.62
Merced,147.94
Merced,134.47
San Joaquin,102.76
Colusa,140.53
Stanislaus,101.58
Stanislaus,154.06
Glenn,103.34
Tulare,156.66
San Joaquin,106.47
San Joaquin,127.47
Other,142.26
Other,188.75
Kern,146.56
Fresno,23.47
Kern,166.42
Merced,127.4
Kern,122.76
Stanislaus,8.82
Butte,104.54
Stanislaus,130.9
Kern,129.85
Madera,92.17
Kern,133.44
Other,134.65
Colusa,6.55
Kern,143.24
Fresno,130.96
Stanislaus,133.18
Fresno,142.62
Madera,119.89
Fresno,156.16
Fresno,24.81
Merced,106.93
Madera,83.47
Merced,86.46
Merced,90.07
Colusa,104.83
Kern,140.88
Tulare,125.08
Merced,96.02
Butte,104.94
Stanislaus,119.73
Other,106.16
Kern,150.59
Fresno,7.88
Madera,127.51
Madera,131.36
Tulare,91.9
Madera,137.06
Fresno,141.2
Merced,126.87
Kern,150.06
Fresno,113.4
Fresno,130.72
Madera,10.78
Merced,140.72
Fresno,136.08
San Joaquin,5.74
Glenn,6.86
Merced,119.42
Kern,137.55
Other,184.32
Madera,130.21
Merced,111.67
Madera,128.51
Other,184.9
San Joaquin,96.81
Merced,109.26
Stanislaus,7.42
Other,137.35
Stanislaus,141.12
Madera,23.25
Fresno,93.48
Glenn,83.92
Tulare,143.72
San Joaquin,104.3
Butte,125.02
Stanislaus,132.08
Glenn,72.97
Merced,133.49
Kern,156.98
Other,171.52
Fresno,149.7
Stanislaus,66.22
Stanislaus,88.86
Fresno,93.24
Kern,120.93
Merced,81.04
Stanislaus,108.63
Tulare,139.52
Glenn,103.73
Kern,138.34
Stanislaus,121.57
San Joaquin,20.37
Other,128.3
Fresno,155.61
Madera,117.89
Merced,117.84
Madera,103.56
Madera,149.61
Merced,113.03
Butte,110.59
Butte,123.89
Other,159.97
Merced,8.13
Fresno,122.14
Madera,128.13
Madera,89.17
Madera,122.89
Glenn,113.57
Fresno,139.86
Kern,153.04
Other,9.14
Glenn,121.92
Fresno,110.17
Fresno,67.57
Kern,132.65
Butte,69.69
Fresno,142.77
Kern,134.84
Kern,106.14
Glenn,104.38
Fresno,104.42
Merced,136.2
Madera,101.87
Merced,139.14
Tulare,146.66
Madera,132.98
Stanislaus,125.83
Butte,116.51
Butte,124.09
Fresno,116.0
Glenn,129.82
Tulare,78.79
Fresno,25.28
Fresno,128.2
Stanislaus,119.14
Butte,127.35
Kern,171.5
Stanislaus,25.58
Fresno,81.51
Butte,92.9
Tulare,9.24
Kern,160.48
Butte,121.89
Stanislaus,116.64
Kern,123.64
Colusa,113.77
Glenn,139.8
San Joaquin,73.85
Stanislaus,113.48
Madera,114.42
Merced,98.88
Kern,135.98
Fresno,133.72
Madera,125.97
Kern,124.78
Other,8.66
Fresno,94.97
Merced,9.11
Merced,80.14
Other,153.9
Other,176.52
Stanislaus,146.04
Merced,100.23
Tulare,26.71
Butte,94.5
Madera,128.05
Other,113.96
Tulare,138.68
Madera,110.49
Kern,150.24
Fresno,79.77
Colusa,141.28
Fresno,111.98
Stanislaus,120.25
Fresno,127.81
Butte,139.32
Kern,111.39
Butte,88.11
Madera,100.72
Fresno,58.2
Butte,105.14
Fresno,147.89
Kern,178.94
Kern,132.12
Colusa,92.89
Tulare,101.89
Colusa,135.2
Fresno,142.62
Tulare,164.56
Other,167.48
Fresno,108.12
San Joaquin,115.92
Butte,73.62
Butte,134.06
Butte,134.93
San Joaquin,115.15
Kern,127.4
Kern,149.36
Fresno,129.94
Fresno,94.34
Butte,97.89
Merced,145.83
Fresno,171.68
Madera,135.29
Fresno,108.83
Butte,112.92
Butte,106.2
Other,149.28
Kern,146.48
Kern,161.44
Madera,94.48
Fresno,129.15
Butte,120.96
Tulare,144.14
Butte,52.0
Kern,134.31
Kern,143.94
Other,106.84
Glenn,123.28
Madera,115.73
Other,158.04
Madera,124.05
Merced,119.72
San Joaquin,115.5
Kern,106.84
Madera,80.54
Tulare,122.98
Tulare,131.8
Fresno,99.22
Kern,145.08
Merced,127.4
Madera,105.95
Madera,113.04
Other,160.54
Fresno,107.26
Fresno,153.56
Fresno,123.87
Other,79.41
Stanislaus,105.77
Fresno,139.62
Kern,138.16
Stanislaus,108.85
Fresno,87.33
Fresno,107.1
Glenn,102.82
Stanislaus,146.12
Fresno,118.28
Other,193.75
Fresno,90.4
Merced,127.47
Kern,146.3
Colusa,111.73
Kern,23.01
Butte,107.33
Kern,128.45
Glenn,105.15
Stanislaus,102.16
Fresno,111.59
Fresno,120.72
Merced,108.51
San Joaquin,115.08
Stanislaus,86.8
Butte,20.75
Other,179.22
Other,119.54
Fresno,90.88
Stanislaus,118.11
Butte,117.37
Stanislaus,130.68
Fresno,134.27
Merced,129.43
Merced,136.2
Madera,96.71
Fresno,149.31
Madera,118.66
Stanislaus,85.7
Stanislaus,106.8
Fresno,106.0
Butte,119.7
Stanislaus,117.53
Other,139.66
Tulare,143.56
Madera,86.78
Kern,138.78
Other,147.94
Madera,7.7
Kern,165.55
Madera,91.63
San Joaquin,118.51
Madera,136.83
Madera,60.75
Madera,163.01
Butte,100.68
Other,186.05
Madera,108.72
Other,157.18
Glenn,115.84
San Joaquin,104.65
Merced,106.4
Other,113.0
Madera,105.26
Madera,120.5
Stanislaus,130.1
Other,161.6
Other,12.03
Kern,94.59
Madera,95.86
Kern,128.01
Fresno,115.13
Madera,110.8
San Joaquin,123.27
Fresno,130.1
Kern,105.88
Kern,156.62
Stanislaus,100.11
Madera,112.65
Tulare,29.48
Stanislaus,116.79
Tulare,7.9
Stanislaus,104.37
Stanislaus,120.03
Fresno,130.02
Kern,108.5
Fresno,64.58
Glenn,102.5
Kern,149.89
Other,190.09
Kern,10.94
Fresno,99.15
Glenn,55.75
Butte,80.93
Stanislaus,129.8
Glenn,93.11
Butte,121.83
Stanislaus,110.4
Stanislaus,113.34
Merced,98.35
Kern,127.05
Kern,161.35
Butte,106.27
San Joaquin,104.51
Merced,65.84
Fresno,133.56
Madera,90.24
Stanislaus,126.05
Other,143.7
Madera,131.9
Madera,119.35
Fresno,144.43
Fresno,134.27
Glenn,91.1
Merced,145.53
Fresno,141.28
Other,166.8
Merced,54.26
Fresno,127.65
Stanislaus,134.28
Fresno,103.08
Merced,142.3
Fresno,136.79
San Joaquin,111.79
Fresno,91.04
Madera,145.22
Fresno,121.2
Colusa,125.51
Merced,157.42
Merced,8.65
Other,137.64
Merced,124.46
Other,77.87
Other,169.88
Kern,154.35
Colusa,90.77
Kern,136.5
Glenn,92.59
Butte,115.04
Colusa,120.8
Stanislaus,106.06
Fresno,117.34
Madera,118.89
Kern,123.29
Stanislaus,86.95
Fresno,99.15
Fresno,116.86
Kern,178.85
Kern,143.5
Tulare,146.33
Tulare,11.84
Glenn,85.73
Kern,122.06
Butte,121.76
Stanislaus,104.81
Merced,102.72
Fresno,135.45
Fresno,141.75
Kern,127.84
Madera,130.59
Tulare,134.23
Fresno,108.75
Colusa,95.21
Kern,166.51
Kern,106.66
Kern,109.11
San Joaquin,115.15
Stanislaus,125.83
Tulare,152.71
Stanislaus,76.29
San Joaquin,117.11
Colusa,105.51
Kern,125.82
Kern,179.81
Stanislaus,73.13
Other,132.82
Merced,22.5
Kern,117.86
Merced,112.35
Glenn,77.44
Kern,126.88
Other,169.3
Tulare,166.57
Fresno,145.29
Fresno,143.72
Stanislaus,123.33
Fresno,109.7
Fresno,135.14
Kern,161.7
Madera,112.11
Fresno,136.55
Kern,151.9
Other,158.72
Fresno,130.88
Other,146.4
Fresno,155.85
Tulare,104.16
Madera,161.16
Kern,137.11
Kern,166.08
Fresno,136.16
Madera,22.41
Butte,141.98
Butte,124.16
Stanislaus,103.71
Madera,152.54
Stanislaus,121.79
Butte,98.89
San Joaquin,83.16
Stanislaus,22.42
Merced,80.97
Stanislaus,107.53
Stanislaus,104.15
Kern,107.1
Merced,87.97
Madera,83.7
Kern,173.86
Other,161.03
Other,108.47
Tulare,147.84
Other,167.96
Butte,97.95
Merced,114.0
Madera,145.22
Stanislaus,9.11
Kern,22.58
San Joaquin,23.52
Tulare,106.51
Tulare,69.05
Madera,140.6
Kern,10.41
Stanislaus,112.6
Merced,123.26
Other,141.97
Madera,134.98
Madera,138.52
Glenn,95.96
Kern,157.85
Butte,99.75
Butte,7.91
San Joaquin,103.46
Kern,149.28
San Joaquin,124.46
Fresno,123.64
Fresno,126.32
Stanislaus,129.07
Kern,151.72
Madera,112.27
Butte,48.61
Colusa,133.29
Tulare,170.02
Stanislaus,95.62
Kern,138.25
Kern,158.46
Madera,140.83
Madera,147.53
Glenn,147.24
Fresno,159.94
Kern,89.6
Merced,143.95
Merced,97.9
Stanislaus,103.19
Kern,147.96
Kern,120.31
Fresno,146.08
San Joaquin,111.58
San Joaquin,97.86
Fresno,108.75
San Joaquin,110.11
Madera,118.58
Fresno,8.74
Fresno,134.27
Kern,144.99
Tulare,140.7
Merced,118.37
Kern,123.2
Fresno,122.46
Kern,161.09
Madera,65.22
Fresno,118.12
Kern,66.59
Kern,122.59
Butte,119.43
Fresno,159.07
Butte,69.29
Other,154.58
Fresno,92.22
Colusa,62.38
Kern,126.88
Other,121.66
Fresno,99.93
Butte,78.0
Stanislaus,156.11
Tulare,139.27
Colusa,62.72
Tulare,82.07
Merced,88.04
San Joaquin,110.95
Kern,148.93
Fresno,23.55
Glenn,121.92
Other,201.26
Other,149.67
Madera,145.76
Kern,133.44
Stanislaus,137.45
Stanislaus,114.0
Madera,135.52
Merced,120.7
Stanislaus,87.61
Stanislaus,137.45
Other,135.62
Fresno,9.61
Stanislaus,143.18
Tulare,119.03
Other,188.65
Madera,67.76
Kern,158.9
Stanislaus,135.53
Fresno,147.34
Stanislaus,127.52
Merced,142.98
Stanislaus,164.79
Other,118.1
Merced,149.9
Madera,56.83
Kern,117.51
Merced,109.34
Kern,68.16
Merced,106.78
Kern,134.22
Madera,146.68
Butte,109.72
Kern,103.95
Madera,143.07
Fresno,106.71
Fresno,128.68
Butte,77.94
Other,152.65
Merced,108.06
Merced,93.39
Other,119.25
Butte,101.01
Fresno,151.91
Fresno,137.58
Fresno,134.66
Fresno,147.81
Merced,133.79
Merced,128.45
Stanislaus,117.45
Merced,70.28
Glenn,106.9
Kern,93.89
Merced,116.49
Merced,138.99
Fresno,107.34
Madera,125.43
Fresno,94.34
Madera,109.88
Fresno,124.74
Merced,119.2
Fresno,137.89
Stanislaus,107.38
Kern,134.49
Kern,116.38
Fresno,126.39
Stanislaus,97.39
Stanislaus,145.09
Madera,134.21
San Joaquin,120.4
Fresno,65.44
San Joaquin,107.52
Fresno,120.25
Colusa,96.78
Kern,126.61
Other,161.32
Kern,151.02
Butte,83.99
San Joaquin,91.56
Stanislaus,108.71
Butte,112.92
Tulare,149.27
San Joaquin,107.38
Colusa,109.4
San Joaquin,118.3
Kern,29.92
Butte,92.04
Stanislaus,126.93
San Joaquin,104.51
Butte,111.32
Madera,145.45
Stanislaus,55.49
Merced,124.24
Stanislaus,166.4
Stanislaus,99.89
Colusa,49.48
Glenn,86.05
San Joaquin,124.39
Fresno,23.39
Fresno,129.86
Merced,118.9
Tulare,159.43
Butte,131.27
Other,171.52
Kern,138.08
Colusa,96.57
Stanislaus,136.86
Kern,149.71
Madera,111.26
